,Unnamed: 0,abstract_x,Text,abstract_y,ROUGE,abstract_x,abstract_y,abstract,BLEU,Bench_Seed,Baseline_ROUGE,Baseline_BLEU
6290,58332,The Perfect Gift, haribo gummi bears,EAT WITH CAUTION!,1.0,EAT WITH CAUTION!,EAT WITH CAUTION!,EAT WITH CAUTION!,0.0,EAT WITH CAUTION!,0.0,0.0
6296,66771,disappointed, great taste,Too Expensive on Amazon,1.0,Too Expensive on Amazon,Too Expensive on Amazon,Too Expensive on Amazon,0.0,Too Expensive on Amazon,0.0,0.0
6300,7455,Just good beer!, good product,Perfect for Risotto,1.0,Perfect for Risotto,Perfect for Risotto,Perfect for Risotto,0.0,Perfect for Risotto,0.0,0.0
6302,80144,Sunflower seeds are tasteless, great snack,It's not bad- matches discription!,1.0,It's not bad- matches discription!,It's not bad- matches discription!,It's not bad- matches discription!,0.0,It's not bad- matches discription!,0.0,0.0
6304,98284,Little goes a long way, great taste,Dog Treats,1.0,Dog Treats,Dog Treats,Dog Treats,0.0,Dog Treats,0.0,0.0
6337,4659,"The best ""cracker"" ever!", great stuff,Tasty jerky,1.0,Tasty jerky,Tasty jerky,Tasty jerky,0.0,Tasty jerky,0.0,0.0
6341,6376,Very Very Good, not bad,Very good flavor and consistency,1.0,Very good flavor and consistency,Very good flavor and consistency,Very good flavor and consistency,0.0,Very good flavor and consistency,0.0,0.0
6353,55286,A good soup with a unique taste, great popcorn,much yum,1.0,much yum,much yum,much yum,0.0,much yum,0.0,0.0
6360,27976,I'm ordering this!!, great coffee,TOO SALTY,1.0,TOO SALTY,TOO SALTY,TOO SALTY,0.0,TOO SALTY,0.0,0.0
6363,37316,overpowering lemon grass, not good,Hickory Smoked Way Too Salty!,1.0,Hickory Smoked Way Too Salty!,Hickory Smoked Way Too Salty!,Hickory Smoked Way Too Salty!,0.0,Hickory Smoked Way Too Salty!,0.0,0.0
6376,40919,Pricey, good stuff,Very Very Good,1.0,Very Very Good,Very Very Good,Very Very Good,0.0,Very Very Good,0.0,0.0
6386,19058,These cakes are great, not fan,Wrong hat and misleading description,1.0,Wrong hat and misleading description,Wrong hat and misleading description,Wrong hat and misleading description,0.0,Wrong hat and misleading description,0.0,0.0
6391,96652,Nice treats, my cats love this food,different,1.0,different,different,different,0.0,different,0.0,0.0
6402,1642,OMG!  So delicious, great product,Best beef jerky so far,1.0,Best beef jerky so far,Best beef jerky so far,Best beef jerky so far,0.0,Best beef jerky so far,0.0,0.0
6405,77303,"Glad we tried, has made a difference", great taste,Very flavorfull,1.0,Very flavorfull,Very flavorfull,Very flavorfull,0.0,Very flavorfull,0.0,0.0
6407,36589,very good if you handle it correctly, ginger drink,quick delivery,1.0,quick delivery,quick delivery,quick delivery,0.0,quick delivery,0.0,0.0
6415,53086,This stuff in awesome !!!!!!!!!!!!!!!!!!!!!!, great coffee,my cats wouldn't eat it...,1.0,my cats wouldn't eat it...,my cats wouldn't eat it...,my cats wouldn't eat it...,0.0,my cats wouldn't eat it...,0.0,0.0
6424,29399,Awesome! Popcorn addict husband and guests loved it too, good stuff,YUM.,1.0,YUM.,YUM.,YUM.,0.0,YUM.,0.0,0.0
6449,76504,ORGANIC APPLE JUICE, great taste,I'm somewhat distressed.,1.0,I'm somewhat distressed.,I'm somewhat distressed.,I'm somewhat distressed.,0.0,I'm somewhat distressed.,0.0,0.0
6460,64693,Very expensive goodies., not as good as other brands,Weird texture; too dry and crumbly...,1.0,Weird texture; too dry and crumbly...,Weird texture; too dry and crumbly...,Weird texture; too dry and crumbly...,0.0,Weird texture; too dry and crumbly...,0.0,0.0
6464,97565,Pernigotti Gran Collezione - Italian Candies, great tea,"great for restricted diets, kids like",1.0,"great for restricted diets, kids like","great for restricted diets, kids like","great for restricted diets, kids like",0.16666666666666669,"great for restricted diets, kids like",0.5,0.16666666666666669
6485,80372,healthy food; healthy dog, great tea,Don't do The Bars,1.0,Don't do The Bars,Don't do The Bars,Don't do The Bars,0.0,Don't do The Bars,0.0,0.0
6491,36174,best orangettes and great prices, great product,Our daughter LOVES these cookie bars!,1.0,Our daughter LOVES these cookie bars!,Our daughter LOVES these cookie bars!,Our daughter LOVES these cookie bars!,0.0,Our daughter LOVES these cookie bars!,0.0,0.0
6506,29364,"Couldn't be easier! Delicous, too!", great product,not what I expected,1.0,not what I expected,not what I expected,not what I expected,0.0,not what I expected,0.0,0.0
6511,91097,Love this - zero calories and tasty!, cat food,the best,1.0,the best,the best,the best,0.0,the best,0.0,0.0
6514,27357,amazing flavor, great cookies,"Love, love, love",1.0,"Love, love, love","Love, love, love","Love, love, love",0.0,"Love, love, love",0.0,0.0
6520,86289,Dinosaur chew toy, great product,Community is the best,1.0,Community is the best,Community is the best,Community is the best,0.0,Community is the best,0.0,0.0
6537,62607,lifesavers, great coffee,Love these!,1.0,Love these!,Love these!,Love these!,0.0,Love these!,0.0,0.0
6546,36073,Heavenly!, great taste,perfect unsweet tea,1.0,perfect unsweet tea,perfect unsweet tea,perfect unsweet tea,0.0,perfect unsweet tea,0.0,0.0
6548,5728,Amazing Deal!, gum,Different,1.0,Different,Different,Different,0.0,Different,0.0,0.0
6554,53350,My Kids Love Them, not bad,The BEST dog food!!,1.0,The BEST dog food!!,The BEST dog food!!,The BEST dog food!!,0.0,The BEST dog food!!,0.0,0.0
6566,25887,Haribo's Best, great product,great dog treat,1.0,great dog treat,great dog treat,great dog treat,0.3333333333333333,great dog treat,0.5,0.3333333333333333
6577,47639,Wonderful purchase, great taste,The best of the energy chews!,1.0,The best of the energy chews!,The best of the energy chews!,The best of the energy chews!,0.0,The best of the energy chews!,0.0,0.0
6581,250,Super!  SuperFoods are Super easy!, not as good as remember,Good stuff,1.0,Good stuff,Good stuff,Good stuff,0.0,Good stuff,0.0,0.0
6582,96608,K Cup Breakfast blend, great for dogs,Best Thing On The Trail,1.0,Best Thing On The Trail,Best Thing On The Trail,Best Thing On The Trail,0.0,Best Thing On The Trail,0.0,0.0
6592,83096,Everything we want!, not good,Great,1.0,Great,Great,Great,0.0,Great,0.0,0.0
6595,75593,A Pleasant Surprise, not good,Skip this if you don't want to Bonk!,1.0,Skip this if you don't want to Bonk!,Skip this if you don't want to Bonk!,Skip this if you don't want to Bonk!,0.0,Skip this if you don't want to Bonk!,0.0,0.0
6596,52081,Lacking fizz, popcorn,Good For Hiking,1.0,Good For Hiking,Good For Hiking,Good For Hiking,0.0,Good For Hiking,0.0,0.0
6597,21184,Crack for my dog, great coffee,Tasty,1.0,Tasty,Tasty,Tasty,0.0,Tasty,0.0,0.0
6620,59277,Yummy, coffee,"A healthier alternative to soda, but not overly original",1.0,"A healthier alternative to soda, but not overly original","A healthier alternative to soda, but not overly original","A healthier alternative to soda, but not overly original",0.0,"A healthier alternative to soda, but not overly original",0.0,0.0
6621,78504,Absolutely AMAZING. Worth the cost--you will never regret it!, great coffee,Bright and effervescent,1.0,Bright and effervescent,Bright and effervescent,Bright and effervescent,0.0,Bright and effervescent,0.0,0.0
6625,8898,The black bean rules!, great for training,Not for me...,1.0,Not for me...,Not for me...,Not for me...,0.3333333333333333,Not for me...,0.3333333333333333,0.3333333333333333
6626,62089,Most Fragrant Tea on the Market Today, not good,"Tasty, but I'm not planning to switch",1.0,"Tasty, but I'm not planning to switch","Tasty, but I'm not planning to switch","Tasty, but I'm not planning to switch",0.14285714285714285,"Tasty, but I'm not planning to switch",0.5,0.14285714285714285
6647,88318,new packaging, best chocolate ever,Orange-Tangerine Carbonated Fruit Drink,1.0,Orange-Tangerine Carbonated Fruit Drink,Orange-Tangerine Carbonated Fruit Drink,Orange-Tangerine Carbonated Fruit Drink,0.0,Orange-Tangerine Carbonated Fruit Drink,0.0,0.0
6699,55597,I couldn't even finish the box..., great flavor,Like an Orange juice,1.0,Like an Orange juice,Like an Orange juice,Like an Orange juice,0.0,Like an Orange juice,0.0,0.0
6701,94358,LOVE these chips!, great product,Not what I expected,1.0,Not what I expected,Not what I expected,Not what I expected,0.0,Not what I expected,0.0,0.0
6705,90469,Delicious, not bad,"Not too sweet, but not full juice taste",1.0,"Not too sweet, but not full juice taste","Not too sweet, but not full juice taste","Not too sweet, but not full juice taste",0.12500000000000003,"Not too sweet, but not full juice taste",0.5,0.12500000000000003
6710,11724,causes cancer, great snack,wonderful,1.0,wonderful,wonderful,wonderful,0.0,wonderful,0.0,0.0
6717,53392,Heavenly beverage, great product,"Switch has true tangerine-orange flavors but it's too sweet despite having ""no added sugars"".",1.0,"Switch has true tangerine-orange flavors but it's too sweet despite having ""no added sugars"".","Switch has true tangerine-orange flavors but it's too sweet despite having ""no added sugars"".","Switch has true tangerine-orange flavors but it's too sweet despite having ""no added sugars"".",0.0,"Switch has true tangerine-orange flavors but it's too sweet despite having ""no added sugars"".",0.0,0.0
6727,17224,Delicious treat with simple ingredients, best ever,A bit too sweet for my taste,1.0,A bit too sweet for my taste,A bit too sweet for my taste,A bit too sweet for my taste,0.0,A bit too sweet for my taste,0.0,0.0
6761,31873,Good quality pumpkin, not as good as other brands,Tasty & Not Too Sweet,1.0,Tasty & Not Too Sweet,Tasty & Not Too Sweet,Tasty & Not Too Sweet,0.0,Tasty & Not Too Sweet,0.0,0.0
6772,73025,Hot stuffed olives, best hot sauce,It's All Juice and It's All Fun!,1.0,It's All Juice and It's All Fun!,It's All Juice and It's All Fun!,It's All Juice and It's All Fun!,0.0,It's All Juice and It's All Fun!,0.0,0.0
6778,95538,Tasty though not fulfilling, great product,Was not a hit at our house...,1.0,Was not a hit at our house...,Was not a hit at our house...,Was not a hit at our house...,0.0,Was not a hit at our house...,0.0,0.0
6780,73769,Boxes arrived broken with the bottles strewn about, not good,"Tangy, less sweet",1.0,"Tangy, less sweet","Tangy, less sweet","Tangy, less sweet",0.0,"Tangy, less sweet",0.0,0.0
6789,42675,Yummy and good price, good but not the best,Yummy and fizzy!,1.0,Yummy and fizzy!,Yummy and fizzy!,Yummy and fizzy!,0.0,Yummy and fizzy!,0.0,0.0
6799,22311,Barley Cereal, best bbq sauce,"Low carbonation, 100% juice",1.0,"Low carbonation, 100% juice","Low carbonation, 100% juice","Low carbonation, 100% juice",0.0,"Low carbonation, 100% juice",0.0,0.0
6821,51015,Excellent Product, my dog loves these,"Tastes almost like a ""regular"" orange/tangerine soda!",1.0,"Tastes almost like a ""regular"" orange/tangerine soda!","Tastes almost like a ""regular"" orange/tangerine soda!","Tastes almost like a ""regular"" orange/tangerine soda!",0.0,"Tastes almost like a ""regular"" orange/tangerine soda!",0.0,0.0
6843,65713,Totally authentic flavor!, great coffee,The Best Yet,1.0,The Best Yet,The Best Yet,The Best Yet,0.0,The Best Yet,0.0,0.0
6857,39570,VERY FLEXIBLE, my dog loves these,Super Satisfying Taste,1.0,Super Satisfying Taste,Super Satisfying Taste,Super Satisfying Taste,0.0,Super Satisfying Taste,0.0,0.0
6870,90367,Not for me..., not good,Powerful little drink,1.0,Powerful little drink,Powerful little drink,Powerful little drink,0.0,Powerful little drink,0.0,0.0
6882,69868,Great pasta., best coffee ever,"Crisp, and suprisingly sweet drink, but lots of calories AND pricey",1.0,"Crisp, and suprisingly sweet drink, but lots of calories AND pricey","Crisp, and suprisingly sweet drink, but lots of calories AND pricey","Crisp, and suprisingly sweet drink, but lots of calories AND pricey",0.0,"Crisp, and suprisingly sweet drink, but lots of calories AND pricey",0.0,0.0
6894,6592,Great, not fan,"okay, but...",1.0,"okay, but...","okay, but...","okay, but...",0.0,"okay, but...",0.0,0.0
6904,34651,"World's best mustard, bar none", not good,"It's all natural, but that doesn't mean it's good for you...",1.0,"It's all natural, but that doesn't mean it's good for you...","It's all natural, but that doesn't mean it's good for you...","It's all natural, but that doesn't mean it's good for you...",0.0909090909090909,"It's all natural, but that doesn't mean it's good for you...",0.5,0.0909090909090909
6905,10614,"Yummy, Addictive Bar...Can I Afford It?", great product,To much and not enough...,1.0,To much and not enough...,To much and not enough...,To much and not enough...,0.0,To much and not enough...,0.0,0.0
6927,72445,Not quite what I was expecting, great product,Great Orange Bevvie,1.0,Great Orange Bevvie,Great Orange Bevvie,Great Orange Bevvie,0.0,Great Orange Bevvie,0.0,0.0
6931,46832,This deserves more stars than possible, good product,Delightfully Delicious & Natural Tasting!,1.0,Delightfully Delicious & Natural Tasting!,Delightfully Delicious & Natural Tasting!,Delightfully Delicious & Natural Tasting!,0.0,Delightfully Delicious & Natural Tasting!,0.0,0.0
6939,63486,Premium Quality, great rice,Exactly what is claims to be!,1.0,Exactly what is claims to be!,Exactly what is claims to be!,Exactly what is claims to be!,0.0,Exactly what is claims to be!,0.0,0.0
6943,94267,Yummy Cookies . . . but broken, great snack,not bad but not enough zing,1.0,not bad but not enough zing,not bad but not enough zing,not bad but not enough zing,0.0,not bad but not enough zing,0.0,0.0
6963,46903,Maldon Sea Salt, delicious,Very Good!,1.0,Very Good!,Very Good!,Very Good!,0.0,Very Good!,0.0,0.0
6968,11881,Perfect storage solution, great taste,Contains MSG!,1.0,Contains MSG!,Contains MSG!,Contains MSG!,0.0,Contains MSG!,0.0,0.0
6970,73311,BEST CHIPS EVER!!, great product,Great,1.0,Great,Great,Great,0.0,Great,0.0,0.0
6973,8559,Breakfast..., great cookies,Great substitute!,1.0,Great substitute!,Great substitute!,Great substitute!,0.0,Great substitute!,0.0,0.0
6977,27988,Best coffee in the world, great chips,disposakups,1.0,disposakups,disposakups,disposakups,0.0,disposakups,0.0,0.0
6978,9814,Surprise...bait and switch., not good,"Good idea, but they leak",1.0,"Good idea, but they leak","Good idea, but they leak","Good idea, but they leak",0.0,"Good idea, but they leak",0.0,0.0
6993,43809,PG Tips - The tea you've been searching for., not good,Disposable K-Cups for Keurig Brewers,1.0,Disposable K-Cups for Keurig Brewers,Disposable K-Cups for Keurig Brewers,Disposable K-Cups for Keurig Brewers,0.0,Disposable K-Cups for Keurig Brewers,0.0,0.0
6998,68697,"Very good value, good sushi rice", great food,Lids too tight,1.0,Lids too tight,Lids too tight,Lids too tight,0.0,Lids too tight,0.0,0.0
7013,12308,Useless to me..., great product,Disposable k cups,1.0,Disposable k cups,Disposable k cups,Disposable k cups,0.0,Disposable k cups,0.0,0.0
7016,503,I like them., great taste,Over-priced product; so-so results.,1.0,Over-priced product; so-so results.,Over-priced product; so-so results.,Over-priced product; so-so results.,0.0,Over-priced product; so-so results.,0.0,0.0
7019,95612,Cereal Bar in the way of Health Food?, great taste,DisposaKups work great!,1.0,DisposaKups work great!,DisposaKups work great!,DisposaKups work great!,0.0,DisposaKups work great!,0.0,0.0
7038,67085,So simple to grow!, not bad,Great Disposable K-cups,1.0,Great Disposable K-cups,Great Disposable K-cups,Great Disposable K-cups,0.0,Great Disposable K-cups,0.0,0.0
7067,49020,Great tasting steaks, great coffee,terrible,1.0,terrible,terrible,terrible,0.0,terrible,0.0,0.0
7072,78404,Made in china, great gluten free pasta,How to stop the leaking!,1.0,How to stop the leaking!,How to stop the leaking!,How to stop the leaking!,0.0,How to stop the leaking!,0.0,0.0
7073,8516,Excellent Brew, great cookies,good option,1.0,good option,good option,good option,0.0,good option,0.0,0.0
7078,53724,The Best Coffee - Ever!, great dog food,I love these things!!,1.0,I love these things!!,I love these things!!,I love these things!!,0.0,I love these things!!,0.0,0.0
7082,53030,Perfect for finicky diets, great tea,They do not work,1.0,They do not work,They do not work,They do not work,0.0,They do not work,0.0,0.0
7090,16128,this product is dangerous, great product,Not the same,1.0,Not the same,Not the same,Not the same,0.0,Not the same,0.0,0.0
7118,7331,MY PUPPIES LOVE THESE TREATS!!!, great taste,a must for anyone who thinks K cups are too expensive,1.0,a must for anyone who thinks K cups are too expensive,a must for anyone who thinks K cups are too expensive,a must for anyone who thinks K cups are too expensive,0.0,a must for anyone who thinks K cups are too expensive,0.0,0.0
7150,59695,My dogs love this food!, great product,DisposaKups (Disposalbe K-Cups for Keurig Brewers),1.0,DisposaKups (Disposalbe K-Cups for Keurig Brewers),DisposaKups (Disposalbe K-Cups for Keurig Brewers),DisposaKups (Disposalbe K-Cups for Keurig Brewers),0.0,DisposaKups (Disposalbe K-Cups for Keurig Brewers),0.0,0.0
7160,60381,Awesome flavored green tea, great product,great item great customer service,1.0,great item great customer service,great item great customer service,great item great customer service,0.2,great item great customer service,0.5,0.2
7167,42051,People are always surprised how really good this tea is -- non-caffeine & happens to be healthy to boot., great product,SOOO GOOD!,1.0,SOOO GOOD!,SOOO GOOD!,SOOO GOOD!,0.0,SOOO GOOD!,0.0,0.0
7175,36133,Addictive little cookie, great chips,Perfect!,1.0,Perfect!,Perfect!,Perfect!,0.0,Perfect!,0.0,0.0
7211,54846,"Crispy, Crunchy, Delicious Satisfacation", great taste,Very Tasty!,1.0,Very Tasty!,Very Tasty!,Very Tasty!,0.0,Very Tasty!,0.0,0.0
7212,58214,Our 9-month old daughter LOVES this., great product,Hartz Rawhide Chew Sticks Pack of 20,1.0,Hartz Rawhide Chew Sticks Pack of 20,Hartz Rawhide Chew Sticks Pack of 20,Hartz Rawhide Chew Sticks Pack of 20,0.0,Hartz Rawhide Chew Sticks Pack of 20,0.0,0.0
7215,18895,fancy hamburger helper, my dogs love these,impressive gift,1.0,impressive gift,impressive gift,impressive gift,0.0,impressive gift,0.0,0.0
7218,59200,Dulce de leche, great chips,Disappointed,1.0,Disappointed,Disappointed,Disappointed,0.0,Disappointed,0.0,0.0
7232,93016,Tastes almost homemade, great tea,"Like Fresh Grapefruit Juice, But Better. Lighter, Sweeter, & Refreshingly Fizzy.",1.0,"Like Fresh Grapefruit Juice, But Better. Lighter, Sweeter, & Refreshingly Fizzy.","Like Fresh Grapefruit Juice, But Better. Lighter, Sweeter, & Refreshingly Fizzy.","Like Fresh Grapefruit Juice, But Better. Lighter, Sweeter, & Refreshingly Fizzy.",0.0,"Like Fresh Grapefruit Juice, But Better. Lighter, Sweeter, & Refreshingly Fizzy.",0.0,0.0
7248,26749,Love this cereal!, great chips,BEST Popcorn we've EVER used!,1.0,BEST Popcorn we've EVER used!,BEST Popcorn we've EVER used!,BEST Popcorn we've EVER used!,0.0,BEST Popcorn we've EVER used!,0.0,0.0
7257,97278,"Sweet, but no vanilla flavor", great taste,Great popcorn,1.0,Great popcorn,Great popcorn,Great popcorn,0.0,Great popcorn,0.0,0.0
7276,53849,This item contains Genetically Modified Ingredients, great cereal,Lots of unpopped kernels!,1.0,Lots of unpopped kernels!,Lots of unpopped kernels!,Lots of unpopped kernels!,0.0,Lots of unpopped kernels!,0.0,0.0
7302,60,Better price for this at Target, great taste,Great taste...pain to strain,1.0,Great taste...pain to strain,Great taste...pain to strain,Great taste...pain to strain,0.0,Great taste...pain to strain,0.5,0.0
7304,94541,Great taste until the price increase, great popcorn,1 STAR TO MUCH!,1.0,1 STAR TO MUCH!,1 STAR TO MUCH!,1 STAR TO MUCH!,0.0,1 STAR TO MUCH!,0.0,0.0
7318,96349,ekojava coffee, great taste,Love me some stevia!,1.0,Love me some stevia!,Love me some stevia!,Love me some stevia!,0.0,Love me some stevia!,0.0,0.0
7331,75718,Great taste -- powerful boost!, great product,MY PUPPIES LOVE THESE TREATS!!!,1.0,MY PUPPIES LOVE THESE TREATS!!!,MY PUPPIES LOVE THESE TREATS!!!,MY PUPPIES LOVE THESE TREATS!!!,0.0,MY PUPPIES LOVE THESE TREATS!!!,0.0,0.0
7343,42937,Great Dark Chocolate, good coffee,yummy,1.0,yummy,yummy,yummy,0.0,yummy,0.0,0.0
7352,61776,Your dog may die plus horrible customer service., great coffee,Very good flavor;  extremely nutritious; worth the price,1.0,Very good flavor;  extremely nutritious; worth the price,Very good flavor;  extremely nutritious; worth the price,Very good flavor;  extremely nutritious; worth the price,0.0,Very good flavor; extremely nutritious; worth the price,0.0,0.0
7356,99217,Dogs love them, great taste,eat them up Yum!,1.0,eat them up Yum!,eat them up Yum!,eat them up Yum!,0.0,eat them up Yum!,0.0,0.0
7374,33426,Too soft for my taste, great product,Really Good - Can't Tell the Difference,1.0,Really Good - Can't Tell the Difference,Really Good - Can't Tell the Difference,Really Good - Can't Tell the Difference,0.0,Really Good - Can't Tell the Difference,0.0,0.0
7384,29074,Contains MSG, great taste,sweet,1.0,sweet,sweet,sweet,0.0,sweet,0.0,0.0
7385,89251,Best stuff ever!, great,BEST ON HOT CEREAL,1.0,BEST ON HOT CEREAL,BEST ON HOT CEREAL,BEST ON HOT CEREAL,0.0,BEST ON HOT CEREAL,0.0,0.0
7388,89536,Sure to please the most finicky......, great food,Nice for baking,1.0,Nice for baking,Nice for baking,Nice for baking,0.0,Nice for baking,0.0,0.0
7390,21198,"Sticky, but delicious.", great coffee,Make your own,1.0,Make your own,Make your own,Make your own,0.0,Make your own,0.0,0.0
7391,66255,Sugar-free ripoff, great product,Great,1.0,Great,Great,Great,0.0,Great,0.0,0.0
7394,73861,"Does not dissolve, not sweet, tastes like tin foil", yummy,This Product Has SUGAR in it... DOH!,1.0,This Product Has SUGAR in it... DOH!,This Product Has SUGAR in it... DOH!,This Product Has SUGAR in it... DOH!,0.0,This Product Has SUGAR in it... DOH!,0.0,0.0
7396,47667,Love this stuff, haribo candy,"DARE You to Eat just ""1"" Bag!",1.0,"DARE You to Eat just ""1"" Bag!","DARE You to Eat just ""1"" Bag!","DARE You to Eat just ""1"" Bag!",0.0,"DARE You to Eat just ""1"" Bag!",0.0,0.0
7403,60829,My favorite cereal, not bad,Excellent!,1.0,Excellent!,Excellent!,Excellent!,0.0,Excellent!,0.0,0.0
7415,45532,Some like it hot! Cost makes it NOT!, great product,French Truffles at American prices!,1.0,French Truffles at American prices!,French Truffles at American prices!,French Truffles at American prices!,0.0,French Truffles at American prices!,0.0,0.0
7419,5177,Yummy healthier alternative to most sugary snacks, great taste,Nothing special,1.0,Nothing special,Nothing special,Nothing special,0.0,Nothing special,0.0,0.0
7425,23264,Manischewitz Yolk Free Fine Egg Noodles, great taste,Don't knock it til ya try it.,1.0,Don't knock it til ya try it.,Don't knock it til ya try it.,Don't knock it til ya try it.,0.0,Don't knock it til ya try it.,0.0,0.0
7437,72202,There isn't to much I can say . . ., great taste,Good Stuff,1.0,Good Stuff,Good Stuff,Good Stuff,0.0,Good Stuff,0.0,0.0
7442,23723,Pop Chips Original Chips, great coffee,YUM without the BUZZZZZZZZZZ,1.0,YUM without the BUZZZZZZZZZZ,YUM without the BUZZZZZZZZZZ,YUM without the BUZZZZZZZZZZ,0.0,YUM without the BUZZZZZZZZZZ,0.0,0.0
7455,4169,Yea for GF!, energy boost,Just good beer!,1.0,Just good beer!,Just good beer!,Just good beer!,0.0,Just good beer!,0.0,0.0
7476,535,Kettle Chips, haribo gummi bears,AMAZING!! I am addicted to Grandpa Po's!,1.0,AMAZING!! I am addicted to Grandpa Po's!,AMAZING!! I am addicted to Grandpa Po's!,AMAZING!! I am addicted to Grandpa Po's!,0.0,AMAZING!! I am addicted to Grandpa Po's!,0.0,0.0
7482,29943,The only coffee used in my house, great snack,They are Better Than Food,1.0,They are Better Than Food,They are Better Than Food,They are Better Than Food,0.0,They are Better Than Food,0.0,0.0
7508,45753,"More sugar than I would like, but certainly tastes good", great product,great stuff,1.0,great stuff,great stuff,great stuff,0.5,great stuff,0.5,0.5
7522,12642,Great food and great results!, great tea,Best Tea Ever,1.0,Best Tea Ever,Best Tea Ever,Best Tea Ever,0.0,Best Tea Ever,0.0,0.0
7527,85895,Yummy Little Treat, good stuff,Snowflake Tea - Decadence in a cup,1.0,Snowflake Tea - Decadence in a cup,Snowflake Tea - Decadence in a cup,Snowflake Tea - Decadence in a cup,0.0,Snowflake Tea - Decadence in a cup,0.0,0.0
7545,32939,Excellent Product., great for the go,100% Pure Organic Sunflower Butter - no soy here!,1.0,100% Pure Organic Sunflower Butter - no soy here!,100% Pure Organic Sunflower Butter - no soy here!,100% Pure Organic Sunflower Butter - no soy here!,0.0,100% Pure Organic Sunflower Butter - no soy here!,0.0,0.0
7546,44443,Goes quick, great gift,Better than Peanut butter,1.0,Better than Peanut butter,Better than Peanut butter,Better than Peanut butter,0.0,Better than Peanut butter,0.0,0.0
7569,1311,Superb Pasta!, haribo gummi bears,"The Bubble Gum is better, but B Fresh Rocks.",1.0,"The Bubble Gum is better, but B Fresh Rocks.","The Bubble Gum is better, but B Fresh Rocks.","The Bubble Gum is better, but B Fresh Rocks.",0.0,"The Bubble Gum is better, but B Fresh Rocks.",0.0,0.0
7580,27865,"GM ingredients, no thank you!", not good,"Tastes good, but not real healthy",1.0,"Tastes good, but not real healthy","Tastes good, but not real healthy","Tastes good, but not real healthy",0.16666666666666669,"Tastes good, but not real healthy",0.5,0.16666666666666669
7583,31286,Cravings Place All Purpose Pancake and Waffle Mix, great coffee,great price!,1.0,great price!,great price!,great price!,0.5,great price!,0.5,0.5
7600,80038,It really works!!!!, great coffee,Terrible!,1.0,Terrible!,Terrible!,Terrible!,0.0,Terrible!,0.0,0.0
7605,83052,"Great flavor, but not as strong as other brands.", great for,Good for dogs that are food intolerant,1.0,Good for dogs that are food intolerant,Good for dogs that are food intolerant,Good for dogs that are food intolerant,0.14285714285714285,Good for dogs that are food intolerant,0.5,0.14285714285714285
7616,75315,We had a problem with this, great tea,Could not be happier!,1.0,Could not be happier!,Could not be happier!,Could not be happier!,0.0,Could not be happier!,0.0,0.0
7638,80790,"A sensible, smart snack", great product,Small,1.0,Small,Small,Small,0.0,Small,0.0,0.0
7644,9713,Fun little experiment, great product,"Shipped alive, then I killed it",1.0,"Shipped alive, then I killed it","Shipped alive, then I killed it","Shipped alive, then I killed it",0.0,"Shipped alive, then I killed it",0.0,0.0
7647,24115,great chips, great tea,brown and small,1.0,brown and small,brown and small,brown and small,0.0,brown and small,0.0,0.0
7660,16598,Neutral - my preferances weighed heavily, great product,I killed the plant,1.0,I killed the plant,I killed the plant,I killed the plant,0.0,I killed the plant,0.0,0.0
7669,13159,Wonderfully smooth, my cats love this,MMM!,1.0,MMM!,MMM!,MMM!,0.0,MMM!,0.0,0.0
7675,48194,It's pretty good... for concentrate., not bad,"Some cans tastes good, others horrid",1.0,"Some cans tastes good, others horrid","Some cans tastes good, others horrid","Some cans tastes good, others horrid",0.0,"Some cans tastes good, others horrid",0.0,0.0
7685,38992,Tasty Sardines - Perfect for an Easy to Pack Weekday Lunch, great product,HORRIBLE!,1.0,HORRIBLE!,HORRIBLE!,HORRIBLE!,0.0,HORRIBLE!,0.0,0.0
7690,65015,Pretty tasty and filling., my son loves this,Nice Alternative to cows' milk,1.0,Nice Alternative to cows' milk,Nice Alternative to cows' milk,Nice Alternative to cows' milk,0.0,Nice Alternative to cows' milk,0.0,0.0
7693,11829,Convenient, great for my cat,use it all the time,1.0,use it all the time,use it all the time,use it all the time,0.0,use it all the time,0.0,0.0
7694,21991,"If it's hard for ME to get the treats out, I don't think my dog's going to have much luck.", great product,Great infant formula!,1.0,Great infant formula!,Great infant formula!,Great infant formula!,0.0,Great infant formula!,0.0,0.0
7708,56346,Great sugar substitute!, not what expected,Meyenberg Powdered Goat Milk - Yum!,1.0,Meyenberg Powdered Goat Milk - Yum!,Meyenberg Powdered Goat Milk - Yum!,Meyenberg Powdered Goat Milk - Yum!,0.0,Meyenberg Powdered Goat Milk - Yum!,0.0,0.0
7731,81434,Great Stuff, not what expected,Simply awesom amazon carries this,1.0,Simply awesom amazon carries this,Simply awesom amazon carries this,Simply awesom amazon carries this,0.0,Simply awesom amazon carries this,0.0,0.0
7737,57106,Bran Bud Muffins, dented cans,Not so goaty- which is Good!,1.0,Not so goaty- which is Good!,Not so goaty- which is Good!,Not so goaty- which is Good!,0.0,Not so goaty- which is Good!,0.0,0.0
7742,99218,My dog loves these, great bread,meyenberg powdered goat milk,1.0,meyenberg powdered goat milk,meyenberg powdered goat milk,meyenberg powdered goat milk,0.0,meyenberg powdered goat milk,0.0,0.0
